tweet,class
ده احلي حاجه الصبح انا بحبه  ,1
مواقع التواصل الاجتماعي الها سلبيات والها ايجابيات الوعي وحسن الاستحدام اللي بيخلينا نستفيد ضمن الحدود  3alahwa  ,2
   انا مو محتاج قلبك حنان انا قبل احتاجك    احتاج احتياجك        ,0
اه ياا يوونس السوشيل ميديا كلها بقت لكل حااجه والله وقصه غريبه انهم ممكن يوافقوا يفضحووا نفسهم  3alahwa      ,0
يخربيت                   المسا  ,0
 هتعمل ايه بكره ال  هتفرج علي  ,0
كسم مدريد ياعم  D  ,0
محتاجين اعاده تاهيل شامله لذكرياتنا نفسيتنا قبل 2015  ,0
الاهلي سيد الدوري  ,1
ده فار بجد مش لعبه وعندي وباكله كمان  ,2
التمركز بتاع خط الضهر كله كان بليله متقوليش هاني كان هايجبها ومتنساش ان في علق واقف جون يعني  ,0
ولانها شرقيه لا تستغرب قتلها الحنين ولن تاتي  ,0
محدش هيهتم لو رجعت البيت دلقت جاز علي جسمك الهالك وولعت مليت الحوض اخدت منوم وغرقت     ,0
ومين فينا مانفسوش ينفصل عن العالم كله ويبعد عن كل الناس اللي في حياته ولو لفتره صغيره يرتاح شويه     ,0
ايوا بقا  ,1
هنعمل ايه لما مينا يسافر احنا هنضيع غيره  ,0
هار اسود علي الناس لسه بتقولوا دعاء بتحب ممدوح البت لمامحمدسال ليث وشك اتغير قالتله ليه ممدوح مش صاحبي اتهدوا  DoaaElSebaii  StaracArabia  ,0
وبينا معاد     ,1
الحراره عندي 11 كم عندكم  ,2
 افضل_الصور_ا رسناليه_في_2014 هشتاق جديد الكل ينزل افضل صور لديه  ,2
الاغنيه حلوه فشخ   ,1
الصبر لسه ساكت ويلي سكاته  ,0
يافواز قول لسعيدالشهير عيب تتريق علي شيخ زهر في الطبخ نحترم كل مشايخكم ونشاهدكم  ,0
انا قلبي باب بيتك ادخلي ماتخبطيش  lt 3  ,1
مينا وشيرين كانو بيغنو مع بض عادي وبيضحكو قبل ما ينامو  ,2
   اموات صديقتي  اموات نحيا وسطهم في حياء نكاد لا نظهر نخاف ان نصبح مثلهم فنهرب الواقع بتناول جرعتنا المعتاده نستمع الموسيقي ليلا      ,0
عاب اخيه بقبح لم يمت حتي يفعله ابن القيم  ,2
محدش وصل لمستواها المتدني اخلاق واسلوب وجوهر كله صفر شكلها صحبتك فالشغل  MohammadChahine محترم وطيب وابيض مش سواد وغل شبهكوا  ,0
 في مواقف كتير نفسي تتعاد تاني عشان اغير رد فعلي اللي خدته في وقتها  ,0
مالها كنزه يعني  ,2
   لك ان تتخيل الاحساس اللي بتكون فيه لو سمعت اغنيه مشاعر بتاع شيرين في الوقت ده    اوووووووف حاجه فشيخه      ,1
ماتعرفش تسرق في مصر الا بمباركه ومشاركه كبار موظفي الدوله يعني مش حد لابد ان عيله حرميه معروفه وموثوق في قله شرفها ولها سوابق  ,0
اللهم انا عبدك وانا علي عهدك ووعدك ما استطعت ابوء لك بنعمتك علي وابوء بذنبي فاغفر لي ذنوبي لا يغفر الذنوب الا انت   ,1
   نسالك الصحه في الجسد    نسالك البركه في الولد    نسالك سلاما وامانا برضاك علي البلد      ,1
نسمه مححجوب دعمت حبيبي محمد شاهين كثفو التصويت وصلوه للقب 22222  MohammadChahine  ,1
اعملي البلوك للكاندي كراش نفسها وماتضايقيش نفسك  ,2
يارب استاذه لمياء شاهين ياخد اللقب انتي مش مصريه صح بس اهلا بحضرتك في مصر  ,1
ريتك معايا تطوفي وسط البشر والزحام وتشوفي حيرتي وخوفي عليكي دي الالام  ,0
 الوطن زعزوع   مصر اتخذت اجراءات جديده لتسهيل منح تاشيرات دخول السياح العرب  ,2
  الوطن    فرانس     العنف يسود الشرق الاوسط ويطغي علي احتفالات عيد الميلاد  ,2
 الوطن استمرار اضراب الاطباء العاميون في فرنسا لليوم علي التوالي  ,2
صبرك عن محارم الله ايسر صبرك علي عذاب الله صبري علي نفسي ولا الناس علي طول البال يهدم الجبال عش رجبا تري عجبا  ,2
قولنها زمان وفي مكان نادي الملوك ووراه فرسان اسمه يتشاف غيرو يخاف يقف قصادو في مكان الزنالك الملك  ,1
 نني انثي    اجزم ان ابناء ادم لن يفهموا قلوبنا حتي له امضواء سنه     ,0
 بحاول مفكرش بحاول مصدقش بحاول اهرب اللي حصل بحاول ابطل اتعلق بحد بحاول انسي بحاول اعيش    دي_محاولاتي_في_اخر3شهور في 2014  معظمها فشلت        ,0
عندما يعاقبك تحب علي اقل تقصير   فتاكد يكتب نهايته بداخلك بحبر وجع        ,0
حتي كثرت الاحلام يبقي حلم واحده معلق داءما بالبال ونتمني لو يحقق     ,1
غاده للنفاق عنوان اكتر واحده اتكلمت علي زمايلها متركتش حد محشتش فيه وشوفوا مين يتكلم عالمصلحه ههعععع  ,0
خاليه انا الحب فلاتخدعكم كتاباتي احببت شخص وفقدته واكتفيت      ,0
ايه البرد ده     ,0
صباحكما ورد سعد  ,1
صبحكم الله بكل رضا وثبات عنده  ,1
الحمد لله عندنا ترام  ,1
صباحكم مسكر  ,1
تصدقي صح    اصل الجنس ده منيل وما يتعاشرش  ,0
ضحك البنات حكايات ضحكك حكايه لوحديها     ,1
مجتمعات مقرفه وغبيه   ابو بكر الرازي كان بيطعن منطقيه فكره النبوه نفسها ومتعدمش وكتاباته عايشه  ,0
 حكمه_ميكروباص مصر لو نيلك كله صلصه مش هتكفي الكوسه اللي فيكي  ,0
ايه الحاجات الحلوه اللي عصبح دي  ,1
منمتش تقريبا غير ساعات     ,0
لم يعد بداخلنا غير الم الصمت     ,0
بنات جدعان فوق العادي  ,1
 الوطن 47 طن منتجات غذاءيه  منتهيه الصلاحيه  بمصنع في اكتوبر  ,2
داءما ما تشهد مباريات وسط الجدول العديد المفاجات  ,2
ازيك  ,2
بتضحك وعينيها كلها دمووووع ساده انا اعشق شيرين يحيي  ShereenYehia  مكملين_مع_شيرين  StaracArabia  ,1
      اجل علاقه تدوم عاتبني علي اشياء تزعجك ولا تدعها تكبر في قلبك ابدا     ,1
انا عارف وملوش علاقه الاعتذار برنا او حد تاني بس التويته دي مش حلوه يعني ايه اعتذرت عشان الفانز  ,0
الوسيم  ,1
اتمني 2015انها غير موت حد بحبوا  ,1
شكرا  ,1
الاهتمام التقدير مفتاح حد  ,1
مش عايز حد يثق فيا ومش عايز حد يصدقني غير ماحلفلوا اصل احنا مجتمغ ابن وسخه نضف  ,0
وناس تقولك هفضل معاك وفجاه متلاقيش     ,0
هحاول اتعامل مع زفت بيحصل حياتي اقل الخساير  النفسيه  ,0
لملم جراحك عا الهدا انت مش    حدا قبل ما يوصل     فل  ,0
 اخي بعد السلام ورحمه الله وبركاته لا يوحد معي رقم تليفون قطري  ارحو الاهتمام بموصوعي وحراكم الله خيرا  ,2
لسه  بتحبها لا عادي    طب داري دموعك الاول وبعدين  اكدب برحتك  ,0
هتبقي مش مقنعه خالص لو عمر ابوه حاجه فكرت لما طليقها خطفه تروح لعمر تحكيله  ,0
طب الناس ناس مين    انا هقابل ربنا لوحدي  ,2
       ابقي اعرف  قيمتك عندهم الاول قبل ما تقولهم عشان  خاطري          ,0
امين لكن الصوره واضح فبركه تنبيه  ,0
محدش يحضنني طيب جماعه  ,1
لا اله الا الله الا بذكر الله تطمءن القلوب  ,1
في تفاهه بنت كلب  ,0
حكمتين احفظها في الحياه 1  انت في قمه الغضب لا تتخذ قرار 2  انت في قمه السعاده  لا تعطي وعد  ,2
   الواحد جاب اخره  احيه بجد      ,0
عندك حق لكن معلش الغباء والتخلف لما بينكشف مالهوش حل  ,0
كنت هموت امبارح واعرف كل شويه بيوشوشوا بعض يقولوا ايه يلا منك لله كنترول  StaracArabia  DoaaElSebaii  ,0
التشكيل الخاطء جاريدو وافتقاد اللاعبين للروح  ,0
       شاكر      ان ضايقت لابدان تفرج تعسرت لابدان تيتسروان استصعبت لابد ان تتسهل وهذاوعدربي وبشر الصابرين  ,1
انا هاجل الماده  ,2
اقصد شغل الموقع عاما  ,2
محتاج لعنيك ليل    ,1
مشوفتش لاعب نشط تويتر زي  ,1
اللهم اجعل العام الجديد خيرا علي المصريين ورخاء وحبا ووفاقا وعلمنا ان نخاف منك ونتنقيك ونعتمد يارب كل المصريين  ,1
